,log_file,tot_min,tot_min_id,tot_mean,rmsd_min,rmsd_min_id,rmsd_mean,tot_min_rmsd,tot_min_rmsd_align
23,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_13/log.csv,159710.1154833758,5803,159848.6831287659,0.2572202922642788,1161,0.3655095782764356,0.3623571132558565,0.2438966306578635
24,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_144/log.csv,159738.31256565676,1320,159846.92820655962,0.3873975897738874,1763,0.4253429167515823,0.4114904078715502,0.2841729209848959
25,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_95/log.csv,159697.62611789664,7547,159836.334716796,0.2943090296625286,1164,0.3297120546407634,0.3353638451093287,0.2635942650208283
26,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_94/log.csv,159717.7347407815,9485,159865.6397412139,0.2770982583902207,10671,0.3302065986604287,0.3163008565451026,0.2516520119364525
27,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_143/log.csv,159710.9217740621,8805,159834.8151283623,0.293512072327296,7038,0.33123639102004027,0.3321295826544374,0.2606063320441034
28,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_126/log.csv,159699.82730699112,1736,159849.32273792507,0.3006187993153602,13019,0.3688520363470516,0.3612760936454045,0.2442585768168542
29,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_148/log.csv,159705.43721403537,9162,159842.9069296445,0.3686747651812674,9980,0.41633636057776413,0.4182241859293741,0.2840591004795666
30,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_166/log.csv,159728.23273415337,15553,159852.84085622293,0.2648044736014085,14134,0.2790640560487369,0.2740773045690903,0.2705475965760678
31,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_152/log.csv,159729.21093778964,7544,159867.50434180078,0.2782807803787989,1057,0.3273486461682626,0.342732601293216,0.2515168299349364
32,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_162/log.csv,159721.56285753276,6800,159868.15912186346,0.2820767395005786,1247,0.3324734101843561,0.3424885055316912,0.2497161673664689
33,/wynton/group/sali/mhancock/xray/sample_bench/out/3ca7/single_md/22_300_exp_equil/2208079/output_134/log.csv,159713.73451687713,6436,159849.96303410843,0.2951659716921079,10102,0.3683254495621049,0.3687631735546033,0.2464932676111986
